experiment,accuracy,precision,recall,f1
num_filter_32,0.9684626907110214,0.1251236293464899,0.786527007818222,0.21590093789287892
num_filter_64,0.9607729613780975,0.12652024626731873,0.7993255406618118,0.21846157465969276
num_filter_128,0.9544515460729599,0.13097639381885529,0.786400705575943,0.2245530841807373
num_filter_256,0.9419492036104202,0.12009207159280777,0.792735755443573,0.20858540083290836
